# V1.0	10.20.2004	 User: lda	 Total number of Spots: 3072
# Created by: TIGR Spotfinder 2. 2. 3.
# TIFF files processed: CL100804#45G1_Cy3(112-10).tif; CL100804#45G1_Cy5(112-10).tif.
# 
UID	IA	IB	R	C	MR	MC	SR	SC	FlagA	FlagB	SA	SF	QCscore	QCA	QCB	BkgA	BkgB
928	1291818	1409673	20	16	2	1	4	16	C	C	102	1.0000	0.9204	0.9130	0.9278	62730.000000	32334.000000
929	82106	41987	20	17	2	1	4	17	C	C	55	1.0000	0.1891	0.1942	0.1840	29260.000000	13255.000000
930	70161	14646	20	18	2	1	4	18	C	C	60	1.0000	0.0841	0.1105	0.0576	23460.000000	11820.000000
931	427530	331722	20	19	2	1	4	19	C	C	93	1.0000	0.5967	0.6019	0.5914	52731.000000	23529.000000
932	349510	354659	20	20	2	1	4	20	C	C	98	1.0000	0.8220	0.8174	0.8265	55958.000000	22344.000000
933	332408	625833	20	21	2	1	4	21	C	C	83	1.0000	0.9011	0.8710	0.9311	47476.000000	21414.000000
934	550772	521081	20	22	2	1	4	22	C	C	87	1.0000	0.9438	0.9438	0.9438	45240.000000	21054.000000
935	129605	49346	20	23	2	1	4	23	C	C	65	1.0000	0.2611	0.2722	0.2500	31525.000000	13650.000000
936	277263	215705	20	24	2	1	4	24	C	C	78	1.0000	0.5083	0.5048	0.5119	40248.000000	18252.000000
937	92054	32657	20	25	2	2	4	1	C	C	65	1.0000	0.0786	0.0901	0.0671	29965.000000	14040.000000
938	933407	965445	20	26	2	2	4	2	C	C	89	1.0000	0.5668	0.5614	0.5722	74137.000000	29726.000000
939	221176	168538	20	27	2	2	4	3	C	C	73	1.0000	0.4270	0.4184	0.4357	46720.000000	17520.000000
940	2007706	2436365	20	28	2	2	4	4	C	C	103	0.6408	0.6326	0.6219	0.6434	62568.000000	49302.000000
941	129650	114007	20	29	2	2	4	5	C	C	60	1.0000	0.4739	0.4763	0.4716	31680.000000	13500.000000
942	280067	109427	20	30	2	2	4	6	C	C	65	1.0000	0.5436	0.5745	0.5128	35555.000000	13520.000000
943	411863	300162	20	31	2	2	4	7	C	C	89	1.0000	0.6396	0.6457	0.6336	51086.000000	19580.000000
944	457410	160987	20	32	2	2	4	8	C	C	66	1.0000	0.8232	0.8466	0.7997	40590.000000	14322.000000
945	2218000	2448243	20	33	2	2	4	9	C	C	96	1.0000	0.8522	0.8451	0.8593	79680.000000	32736.000000
946	646695	600243	20	34	2	2	4	10	C	C	110	1.0000	0.7794	0.7775	0.7813	74140.000000	29920.000000
947	147542	109160	20	35	2	2	4	11	C	C	67	1.0000	0.4091	0.4041	0.4140	34237.000000	14941.000000
948	92212	37320	20	36	2	2	4	12	C	C	64	1.0000	0.1646	0.1815	0.1476	35328.000000	12864.000000
949	361010	290773	20	37	2	2	4	13	C	C	82	1.0000	0.8376	0.8486	0.8266	42394.000000	18614.000000
950	358783	148509	20	38	2	2	4	14	C	C	81	1.0000	0.6810	0.7013	0.6607	42363.000000	16281.000000
951	463075	592272	20	39	2	2	4	15	C	C	82	1.0000	0.8647	0.8647	0.8647	42558.000000	18696.000000
952	83367	39424	20	40	2	2	4	16	C	C	54	1.0000	0.2775	0.2943	0.2607	28998.000000	10206.000000
953	164873	48991	20	41	2	2	4	17	C	C	67	1.0000	0.3160	0.3395	0.2925	33969.000000	13065.000000
954	135446	54378	20	42	2	2	4	18	C	C	65	1.0000	0.2515	0.2722	0.2308	36660.000000	13455.000000
955	3143864	3343547	20	43	2	2	4	19	C	C	94	1.0000	0.9578	0.9578	0.9578	82250.000000	47564.000000
956	754997	756876	20	44	2	2	4	20	C	C	104	1.0000	0.6728	0.6745	0.6710	82784.000000	30368.000000
957	203538	539672	20	45	2	2	4	21	C	C	77	1.0000	0.8764	0.8421	0.9106	43274.000000	19173.000000
958	244453	178099	20	46	2	2	4	22	C	C	80	1.0000	0.6262	0.6284	0.6240	48240.000000	16000.000000
959	197354	115702	20	47	2	2	4	23	C	C	71	1.0000	0.5446	0.5531	0.5360	44091.000000	14839.000000
960	2706834	2834820	20	48	2	2	4	24	C	C	96	1.0000	0.8380	0.8356	0.8404	95424.000000	38496.000000
961	174798	281662	21	1	2	1	5	1	C	C	61	1.0000	0.9205	0.8875	0.9534	28914.000000	14884.000000
962	161287	144227	21	2	2	1	5	2	C	C	90	1.0000	0.7195	0.7308	0.7081	28350.000000	19710.000000
963	632373	521758	21	3	2	1	5	3	C	C	85	1.0000	0.8998	0.9085	0.8911	41735.000000	20655.000000
964	92880	114652	21	4	2	1	5	4	C	C	78	1.0000	0.6370	0.5883	0.6857	29250.000000	15834.000000
965	249089	249325	21	5	2	1	5	5	C	C	76	1.0000	0.6447	0.6400	0.6493	35568.000000	17860.000000
966	561275	526636	21	6	2	1	5	6	C	C	97	0.2165	0.8262	0.8144	0.8380	21945.000000	15561.000000
967	1048180	1117773	21	7	2	1	5	7	C	C	88	1.0000	0.9497	0.9468	0.9527	55968.000000	28512.000000
968	1374850	1242061	21	8	2	1	5	8	S	S	102	0.3431	0.8785	0.8510	0.9060	40040.000000	27440.000000
969	629915	819274	21	9	2	1	5	9	C	C	99	1.0000	0.8132	0.7978	0.8286	49302.000000	31581.000000
970	420974	562579	21	10	2	1	5	10	C	C	108	0.1852	0.8581	0.7416	0.9747	19680.000000	22880.000000
971	534492	554233	21	11	2	1	5	11	C	C	100	1.0000	0.8710	0.8639	0.8780	59100.000000	28900.000000
972	119165	95139	21	12	2	1	5	12	C	C	71	1.0000	0.5467	0.5446	0.5489	32305.000000	14768.000000
973	705316	769808	21	13	2	1	5	13	C	C	104	1.0000	0.8859	0.8859	0.8859	60320.000000	31304.000000
974	88300	41966	21	14	2	1	5	14	C	C	58	1.0000	0.2627	0.2808	0.2446	23722.000000	11716.000000
975	545205	430083	21	15	2	1	5	15	C	C	82	1.0000	0.9042	0.9161	0.8923	38458.000000	19516.000000
976	212395	180009	21	16	2	1	5	16	C	C	85	1.0000	0.9028	0.9028	0.9028	32470.000000	19550.000000
977	432644	742406	21	17	2	1	5	17	C	C	104	0.1923	0.8305	0.7519	0.9090	20860.000000	26040.000000
978	372031	366459	21	18	2	1	5	18	C	C	79	1.0000	0.8638	0.8577	0.8699	45188.000000	18565.000000
979	658280	281989	21	19	2	1	5	19	C	C	67	1.0000	0.7923	0.8320	0.7525	37654.000000	15745.000000
980	197054	85618	21	20	2	1	5	20	C	C	57	1.0000	0.8870	0.8950	0.8789	25080.000000	11856.000000
981	932613	1017015	21	21	2	1	5	21	C	C	91	1.0000	0.9054	0.8890	0.9217	50050.000000	26663.000000
982	162520	175602	21	22	2	1	5	22	C	C	74	1.0000	0.7823	0.7650	0.7995	38036.000000	16132.000000
983	105482	35653	21	23	2	1	5	23	C	C	62	1.0000	0.2874	0.3031	0.2717	29512.000000	12400.000000
984	1215790	1277178	21	24	2	1	5	24	C	C	83	1.0000	0.9497	0.9307	0.9687	52871.000000	26560.000000
985	494017	516816	21	25	2	2	5	1	C	C	90	1.0000	0.8921	0.8868	0.8973	52470.000000	25650.000000
986	1526437	1428585	21	26	2	2	5	2	C	C	101	1.0000	0.8779	0.8756	0.8803	68377.000000	37067.000000
987	211837	169666	21	27	2	2	5	3	C	C	73	1.0000	0.8827	0.8760	0.8894	34164.000000	15330.000000
988	249992	187350	21	28	2	2	5	4	C	C	81	1.0000	0.7471	0.7446	0.7496	49086.000000	18549.000000
989	578276	577590	21	29	2	2	5	5	C	C	86	1.0000	0.9146	0.9117	0.9175	56760.000000	23048.000000
990	966364	1107417	21	30	2	2	5	6	C	C	82	1.0000	0.8783	0.8696	0.8870	45346.000000	24026.000000
991	470314	498733	21	31	2	2	5	7	C	C	81	1.0000	0.8602	0.8484	0.8720	37665.000000	18144.000000
992	180157	120291	21	32	2	2	5	8	C	C	77	1.0000	0.6045	0.6175	0.5916	35959.000000	16555.000000
993	381795	389446	21	33	2	2	5	9	C	C	85	1.0000	0.8861	0.8749	0.8973	44710.000000	18785.000000
994	206301	148823	21	34	2	2	5	10	C	C	80	1.0000	0.8937	0.9031	0.8843	47520.000000	16800.000000
995	1462982	1403928	21	35	2	2	5	11	S	S	87	0.4138	0.9059	0.8985	0.9133	39672.000000	18468.000000
996	343828	448930	21	36	2	2	5	12	C	C	77	1.0000	0.9013	0.8853	0.9173	49049.000000	18865.000000
997	144949	91939	21	37	2	2	5	13	C	C	74	1.0000	0.5729	0.5923	0.5535	39294.000000	15244.000000
998	146296	83767	21	38	2	2	5	14	C	C	70	1.0000	0.4996	0.5136	0.4856	40390.000000	14210.000000
999	114998	65843	21	39	2	2	5	15	C	C	69	1.0000	0.5372	0.5569	0.5175	33534.000000	13110.000000
1000	167899	175955	21	40	2	2	5	16	C	C	74	1.0000	0.5687	0.5535	0.5839	40404.000000	14430.000000
1001	209810	244185	21	41	2	2	5	17	C	C	81	1.0000	0.8441	0.8327	0.8555	43740.000000	16686.000000
1002	96163	60248	21	42	2	2	5	18	C	C	72	1.0000	0.2951	0.3014	0.2888	35712.000000	14760.000000
1003	206275	142472	21	43	2	2	5	19	C	C	78	1.0000	0.8601	0.8783	0.8419	42666.000000	15834.000000
1004	143949	76325	21	44	2	2	5	20	C	C	68	1.0000	0.4228	0.4329	0.4127	41072.000000	13804.000000
1005	135533	114291	21	45	2	2	5	21	C	C	77	1.0000	0.5203	0.4940	0.5466	46508.000000	15631.000000
1006	120099	44271	21	46	2	2	5	22	C	C	58	1.0000	0.5081	0.5468	0.4694	37352.000000	11890.000000
1007	632860	955829	21	47	2	2	5	23	C	C	66	1.0000	0.8425	0.8250	0.8599	47454.000000	17226.000000
1008	427722	437517	21	48	2	2	5	24	C	C	79	1.0000	0.8698	0.8819	0.8577	50244.000000	18170.000000
1009	157969	274043	22	1	2	1	6	1	C	C	52	1.0000	0.9137	0.8747	0.9526	31200.000000	15652.000000
1010	171390	131334	22	2	2	1	6	2	C	C	79	1.0000	0.5355	0.5394	0.5316	32785.000000	17617.000000
1011	630841	526058	22	3	2	1	6	3	C	C	80	1.0000	0.9371	0.9403	0.9340	41120.000000	22240.000000
1012	95241	124407	22	4	2	1	6	4	C	C	80	1.0000	0.7336	0.6834	0.7839	30080.000000	15920.000000
1013	307676	347056	22	5	2	1	6	5	C	C	90	1.0000	0.8492	0.8417	0.8567	44010.000000	22140.000000
1014	516989	444978	22	6	2	1	6	6	C	C	91	0.1429	0.8921	0.8515	0.9327	14508.000000	12129.000000
1015	1001514	1073965	22	7	2	1	6	7	C	C	87	1.0000	0.9528	0.9408	0.9649	52983.000000	27666.000000
1016	1706227	1654734	22	8	2	1	6	8	S	S	97	0.4227	0.8172	0.8405	0.7938	37351.000000	30094.000000
1017	595748	792566	22	9	2	1	6	9	C	C	96	1.0000	0.8695	0.8550	0.8839	57984.000000	32352.000000
1018	507336	621557	22	10	2	1	6	10	C	C	108	0.1944	0.8451	0.7545	0.9358	22722.000000	21987.000000
1019	587177	568484	22	11	2	1	6	11	C	C	105	1.0000	0.9460	0.9436	0.9484	63420.000000	30975.000000
1020	143976	115334	22	12	2	1	6	12	C	C	85	1.0000	0.7006	0.7006	0.7006	34935.000000	18275.000000
1021	696386	800920	22	13	2	1	6	13	C	C	108	1.0000	0.8889	0.8845	0.8933	65232.000000	33912.000000
1022	102078	58836	22	14	2	1	6	14	C	C	68	1.0000	0.2210	0.2271	0.2148	34204.000000	13940.000000
1023	577967	454732	22	15	2	1	6	15	C	C	81	1.0000	0.8979	0.9008	0.8949	42768.000000	19278.000000
1024	194954	188315	22	16	2	1	6	16	C	C	94	1.0000	0.8146	0.8023	0.8269	46248.000000	21902.000000
1025	544248	909723	22	17	2	1	6	17	C	C	109	0.2202	0.9020	0.8590	0.9451	29040.000000	33936.000000
1026	338540	377801	22	18	2	1	6	18	C	C	82	1.0000	0.9404	0.9341	0.9468	46166.000000	23452.000000
1027	644666	303901	22	19	2	1	6	19	C	C	73	1.0000	0.8818	0.9220	0.8416	38325.000000	17958.000000
1028	183314	82587	22	20	2	1	6	20	C	C	54	1.0000	0.7570	0.7880	0.7261	28296.000000	11556.000000
1029	954931	999893	22	21	2	1	6	21	C	C	92	1.0000	0.9639	0.9498	0.9780	56764.000000	28152.000000
1030	165159	205361	22	22	2	1	6	22	C	C	81	1.0000	0.9186	0.9002	0.9369	30618.000000	18873.000000
1031	96669	35670	22	23	2	1	6	23	C	C	58	1.0000	0.2709	0.2885	0.2534	29638.000000	12528.000000
1032	1176206	1370239	22	24	2	1	6	24	C	C	83	1.0000	0.9105	0.9016	0.9194	54199.000000	29548.000000
1033	476651	534719	22	25	2	2	6	1	C	C	85	1.0000	0.8726	0.8536	0.8916	66130.000000	24225.000000
1034	1469759	1390411	22	26	2	2	6	2	C	C	105	1.0000	0.9005	0.9028	0.8981	72765.000000	32865.000000
1035	174387	171284	22	27	2	2	6	3	C	C	80	1.0000	0.8203	0.8116	0.8291	53440.000000	17040.000000
1036	264227	204660	22	28	2	2	6	4	C	C	90	1.0000	0.8417	0.8417	0.8417	48600.000000	24300.000000
1037	607123	628108	22	29	2	2	6	5	C	C	90	1.0000	0.9298	0.9242	0.9353	64980.000000	31770.000000
1038	932421	1111156	22	30	2	2	6	6	C	C	82	1.0000	0.9626	0.9500	0.9753	53054.000000	24272.000000
1039	414195	481979	22	31	2	2	6	7	C	C	82	1.0000	0.7800	0.7723	0.7876	41164.000000	19270.000000
1040	174676	110095	22	32	2	2	6	8	C	C	80	1.0000	0.5613	0.5672	0.5553	41040.000000	17760.000000
1041	369927	401726	22	33	2	2	6	9	C	C	82	1.0000	0.8618	0.8534	0.8703	42558.000000	20172.000000
1042	203796	154402	22	34	2	2	6	10	C	C	78	1.0000	0.7573	0.7599	0.7546	38298.000000	17862.000000
1043	1827423	1872864	22	35	2	2	6	11	S	S	88	0.5000	0.8943	0.9003	0.8883	40260.000000	22352.000000
1044	345550	467516	22	36	2	2	6	12	C	C	73	1.0000	0.8924	0.8692	0.9155	45625.000000	17374.000000
1045	137663	100539	22	37	2	2	6	13	C	C	80	1.0000	0.7200	0.7045	0.7354	40480.000000	16240.000000
1046	130033	83345	22	38	2	2	6	14	C	C	72	1.0000	0.4343	0.4360	0.4325	44136.000000	14184.000000
1047	108312	56052	22	39	2	2	6	15	C	C	50	1.0000	0.3644	0.3663	0.3625	27200.000000	10050.000000
1048	188889	209143	22	40	2	2	6	16	C	C	87	1.0000	0.8279	0.8200	0.8358	43326.000000	17574.000000
1049	253881	302257	22	41	2	2	6	17	C	C	82	1.0000	0.8533	0.8419	0.8647	48708.000000	17794.000000
1050	88198	42477	22	42	2	2	6	18	C	C	55	1.0000	0.1058	0.1122	0.0994	30580.000000	11990.000000
1051	226719	136544	22	43	2	2	6	19	C	C	72	1.0000	0.6705	0.6878	0.6531	38808.000000	14976.000000
1052	111438	62170	22	44	2	2	6	20	C	C	56	1.0000	0.4080	0.4159	0.4002	33432.000000	11704.000000
1053	163188	126031	22	45	2	2	6	21	C	C	77	1.0000	0.7233	0.7155	0.7311	51744.000000	15477.000000
1054	106903	35971	22	46	2	2	6	22	B	B	46	1.0000	0.2784	0.2959	0.2609	26404.000000	9246.000000
1055	727643	1055519	22	47	2	2	6	23	C	C	75	1.0000	0.8999	0.8832	0.9166	47100.000000	19275.000000
1056	461463	485381	22	48	2	2	6	24	C	C	82	1.0000	0.8725	0.8637	0.8812	51414.000000	19434.000000
1057	398106	621796	23	1	2	1	7	1	C	C	121	0.1570	0.8494	0.7255	0.9733	28310.000000	42484.000000
1058	1210108	1136790	23	2	2	1	7	2	C	C	89	1.0000	0.9510	0.9421	0.9599	55180.000000	30616.000000
1059	785957	868077	23	3	2	1	7	3	C	C	89	0.3034	0.9420	0.9027	0.9813	21249.000000	16983.000000
1060	246443	205962	23	4	2	1	7	4	C	C	82	1.0000	0.8562	0.8477	0.8647	35342.000000	17056.000000
1061	2208796	1780488	23	5	2	1	7	5	C	C	78	1.0000	0.8031	0.8059	0.8004	47970.000000	27378.000000
1062	1615179	1783874	23	6	2	1	7	6	C	C	77	1.0000	0.8769	0.8613	0.8925	51282.000000	28182.000000
1063	2139345	3055754	23	7	2	1	7	7	C	C	80	1.0000	0.9090	0.8906	0.9275	51360.000000	35920.000000
1064	2124035	3607737	23	8	2	1	7	8	C	C	78	0.8590	0.9228	0.9008	0.9447	52126.000000	36448.000000
1065	1591159	2186408	23	9	2	1	7	9	C	C	76	1.0000	0.8762	0.8577	0.8948	46512.000000	26904.000000
1066	138058	380251	23	10	2	1	7	10	C	C	64	1.0000	0.7933	0.7627	0.8238	28672.000000	15936.000000
1067	1375645	1425076	23	11	2	1	7	11	S	S	81	0.4444	0.8764	0.8490	0.9038	31644.000000	16164.000000
1068	290836	288130	23	12	2	1	7	12	C	C	94	1.0000	0.9412	0.9412	0.9412	46718.000000	22654.000000
1069	431946	448777	23	13	2	1	7	13	C	C	90	1.0000	0.7032	0.6947	0.7117	43290.000000	26100.000000
1070	76019	32545	23	14	2	1	7	14	C	C	55	1.0000	0.1940	0.2020	0.1861	20955.000000	10780.000000
1071	155218	106124	23	15	2	1	7	15	C	C	68	1.0000	0.5223	0.5201	0.5245	31892.000000	13804.000000
1072	1004470	865056	23	16	2	1	7	16	C	C	91	0.2967	0.9316	0.8819	0.9813	25704.000000	15066.000000
1073	70024	178410	23	17	2	1	7	17	C	C	68	1.0000	0.7389	0.6348	0.8429	29580.000000	16796.000000
1074	294767	240095	23	18	2	1	7	18	C	C	74	1.0000	0.8646	0.8483	0.8808	33892.000000	16576.000000
1075	105940	80770	23	19	2	1	7	19	C	C	69	1.0000	0.5717	0.5717	0.5717	26013.000000	13662.000000
1076	202726	196016	23	20	2	1	7	20	C	C	74	1.0000	0.8897	0.8797	0.8997	35964.000000	16428.000000
1077	263913	233385	23	21	2	1	7	21	C	C	67	1.0000	0.8738	0.8774	0.8702	31490.000000	14539.000000
1078	400927	1096455	23	22	2	1	7	22	C	C	70	1.0000	0.8285	0.7926	0.8645	33320.000000	22890.000000
1079	1826633	2298469	23	23	2	1	7	23	C	C	77	1.0000	0.8770	0.8739	0.8801	53361.000000	26411.000000
1080	878222	1000398	23	24	2	1	7	24	C	C	70	1.0000	0.8575	0.8508	0.8642	39340.000000	20370.000000
1081	614751	703931	23	25	2	2	7	1	C	C	87	1.0000	0.9234	0.9148	0.9320	51504.000000	24795.000000
1082	1661216	1944096	23	26	2	2	7	2	C	C	104	1.0000	0.7399	0.7360	0.7438	76128.000000	41496.000000
1083	145721	73126	23	27	2	2	7	3	C	C	65	1.0000	0.4480	0.4670	0.4290	35685.000000	15210.000000
1084	2276917	3006844	23	28	2	2	7	4	C	C	92	0.6848	0.9553	0.9428	0.9677	65079.000000	50715.000000
1085	445677	642875	23	29	2	2	7	5	C	C	120	0.1583	0.9159	0.8584	0.9733	24358.000000	20881.000000
1086	1841625	1876727	23	30	2	2	7	6	C	C	79	1.0000	0.9243	0.9180	0.9306	53088.000000	25122.000000
1087	133962	85146	23	31	2	2	7	7	C	C	70	1.0000	0.6919	0.7002	0.6836	35840.000000	14490.000000
1088	1062341	1286285	23	32	2	2	7	8	C	C	81	1.0000	0.9339	0.9181	0.9498	50706.000000	22761.000000
1089	84302	130397	23	33	2	2	7	9	C	C	63	1.0000	0.8992	0.8172	0.9813	31626.000000	13041.000000
1090	656460	928563	23	34	2	2	7	10	C	C	81	1.0000	0.9187	0.9064	0.9309	49653.000000	22032.000000
1091	177456	201345	23	35	2	2	7	11	C	C	87	1.0000	0.8529	0.8287	0.8771	47589.000000	18444.000000
1092	221033	103106	23	36	2	2	7	12	C	C	68	1.0000	0.5372	0.5542	0.5201	43452.000000	14144.000000
1093	303043	257592	23	37	2	2	7	13	C	C	79	1.0000	0.9115	0.9051	0.9180	43766.000000	16748.000000
1094	539733	469369	23	38	2	2	7	14	C	C	72	1.0000	0.7181	0.7209	0.7154	43056.000000	16920.000000
1095	224634	149650	23	39	2	2	7	15	C	C	82	1.0000	0.5709	0.5709	0.5709	53792.000000	16154.000000
1096	83893	180719	23	40	2	2	7	16	C	C	77	1.0000	0.5897	0.5068	0.6727	38962.000000	16324.000000
1097	96503	86057	23	41	2	2	7	17	C	C	75	1.0000	0.3603	0.3556	0.3650	40050.000000	15525.000000
1098	580571	639418	23	42	2	2	7	18	C	C	95	0.2316	0.8635	0.7977	0.9293	20548.000000	11418.000000
1099	568374	646233	23	43	2	2	7	19	C	C	56	1.0000	0.8824	0.8781	0.8867	42448.000000	15568.000000
1100	671073	591003	23	44	2	2	7	20	C	C	92	1.0000	0.9439	0.9467	0.9412	71576.000000	26220.000000
1101	100949	27116	23	45	2	2	7	21	C	C	64	1.0000	0.1102	0.1305	0.0900	34304.000000	13248.000000
1102	720387	881159	23	46	2	2	7	22	C	C	89	1.0000	0.9627	0.9481	0.9773	56604.000000	25721.000000
1103	260781	235672	23	47	2	2	7	23	C	C	100	1.0000	0.4930	0.4875	0.4985	68300.000000	25500.000000
1104	1577153	1488949	23	48	2	2	7	24	C	C	89	1.0000	0.9569	0.9599	0.9540	75472.000000	29459.000000
1105	383672	593827	24	1	2	1	8	1	C	C	123	0.1138	0.8598	0.7559	0.9636	19222.000000	41300.000000
1106	1261672	1202317	24	2	2	1	8	2	C	C	93	1.0000	0.9644	0.9616	0.9672	57009.000000	33108.000000
1107	871925	1053377	24	3	2	1	8	3	C	C	90	0.3222	0.9462	0.9097	0.9826	22533.000000	21025.000000
1108	242985	189918	24	4	2	1	8	4	C	C	81	1.0000	0.7445	0.7546	0.7344	41796.000000	17739.000000
1109	2306604	2050235	24	5	2	1	8	5	C	C	82	1.0000	0.9467	0.9404	0.9531	61336.000000	30586.000000
1110	2037437	2461067	24	6	2	1	8	6	C	C	84	1.0000	0.9406	0.9345	0.9467	68880.000000	47124.000000
1111	2398902	3435019	24	7	2	1	8	7	C	C	82	1.0000	0.8952	0.8801	0.9102	76178.000000	57400.000000
1112	2212321	3674705	24	8	2	1	8	8	C	C	85	0.8118	0.8670	0.8502	0.8838	58581.000000	66378.000000
1113	1471170	2021025	24	9	2	1	8	9	C	C	76	1.0000	0.8979	0.8947	0.9011	52440.000000	35720.000000
1114	132814	350920	24	10	2	1	8	10	C	C	65	1.0000	0.7868	0.7383	0.8353	32370.000000	18395.000000
1115	1060433	825424	24	11	2	1	8	11	C	C	84	0.3214	0.9128	0.9027	0.9230	21519.000000	21762.000000
1116	312971	319503	24	12	2	1	8	12	C	C	101	1.0000	0.8269	0.8291	0.8247	58681.000000	29189.000000
1117	485890	593717	24	13	2	1	8	13	C	C	96	1.0000	0.8923	0.8751	0.9096	45792.000000	30336.000000
1118	74724	34973	24	14	2	1	8	14	C	C	58	1.0000	0.1470	0.1562	0.1377	22446.000000	11890.000000
1119	160869	130451	24	15	2	1	8	15	C	C	76	1.0000	0.7434	0.7461	0.7408	28500.000000	15808.000000
1120	1115907	933681	24	16	2	1	8	16	C	C	94	0.3085	0.8858	0.8472	0.9244	22997.000000	17458.000000
1121	78950	152708	24	17	2	1	8	17	C	C	67	1.0000	0.7562	0.6678	0.8447	31959.000000	15544.000000
1122	333647	256522	24	18	2	1	8	18	C	C	79	1.0000	0.7667	0.7746	0.7587	36814.000000	18091.000000
1123	96028	81150	24	19	2	1	8	19	C	C	76	1.0000	0.5863	0.5747	0.5978	32224.000000	17632.000000
1124	202316	210674	24	20	2	1	8	20	C	C	77	1.0000	0.8308	0.8161	0.8455	41349.000000	21098.000000
1125	315544	292829	24	21	2	1	8	21	C	C	75	1.0000	0.8782	0.8782	0.8782	35775.000000	16950.000000
1126	378169	1102925	24	22	2	1	8	22	C	C	72	1.0000	0.8713	0.8310	0.9116	37368.000000	34344.000000
1127	1962173	2711719	24	23	2	1	8	23	C	C	79	1.0000	0.9274	0.9180	0.9369	52061.000000	47558.000000
1128	894208	1035945	24	24	2	1	8	24	C	C	71	1.0000	0.8252	0.8064	0.8439	45653.000000	32589.000000
1129	587060	700612	24	25	2	2	8	1	C	C	88	1.0000	0.9592	0.9415	0.9770	57112.000000	27016.000000
1130	1703989	2046236	24	26	2	2	8	2	C	C	105	1.0000	0.7630	0.7492	0.7769	84525.000000	40110.000000
1131	136997	86643	24	27	2	2	8	3	C	C	74	1.0000	0.5051	0.5128	0.4973	38628.000000	16354.000000
1132	1944217	2494326	24	28	2	2	8	4	C	C	91	0.5714	0.9399	0.9147	0.9652	49920.000000	43680.000000
1133	293660	399455	24	29	2	2	8	5	C	C	118	0.0932	0.8787	0.8528	0.9045	11242.000000	11770.000000
1134	1902523	2027298	24	30	2	2	8	6	C	C	80	1.0000	0.9402	0.9276	0.9527	58320.000000	28960.000000
1135	151220	100794	24	31	2	2	8	7	C	C	79	1.0000	0.7133	0.7262	0.7005	39974.000000	19197.000000
1136	1033191	1349231	24	32	2	2	8	8	C	C	81	1.0000	0.9523	0.9296	0.9750	50139.000000	28593.000000
1137	103500	136374	24	33	2	2	8	9	C	C	77	1.0000	0.7067	0.6898	0.7235	36190.000000	18018.000000
1138	698183	1036958	24	34	2	2	8	10	C	C	83	1.0000	0.9404	0.9252	0.9556	51543.000000	31042.000000
1139	184307	196772	24	35	2	2	8	11	C	C	91	1.0000	0.8024	0.7828	0.8220	53690.000000	23751.000000
1140	251300	120866	24	36	2	2	8	12	C	C	66	1.0000	0.4640	0.4792	0.4487	35970.000000	15840.000000
1141	301636	283982	24	37	2	2	8	13	C	C	84	1.0000	0.9345	0.9345	0.9345	46200.000000	18984.000000
1142	687558	655467	24	38	2	2	8	14	C	C	80	1.0000	0.8855	0.8855	0.8855	53600.000000	20560.000000
1143	219249	154608	24	39	2	2	8	15	C	C	89	1.0000	0.6604	0.6645	0.6563	45924.000000	19313.000000
1144	97779	167043	24	40	2	2	8	16	C	C	78	1.0000	0.6127	0.5342	0.6912	37752.000000	17628.000000
1145	92861	95243	24	41	2	2	8	17	C	C	73	1.0000	0.4614	0.4241	0.4987	39201.000000	15330.000000
1146	732428	695437	24	42	2	2	8	18	C	C	94	0.2128	0.9163	0.8622	0.9704	19060.000000	13160.000000
1147	659875	744382	24	43	2	2	8	19	C	C	55	1.0000	0.9373	0.9189	0.9557	37455.000000	19030.000000
1148	634628	620690	24	44	2	2	8	20	C	C	95	1.0000	0.9679	0.9733	0.9625	59850.000000	27835.000000
1149	73870	38505	24	45	2	2	8	21	C	C	59	1.0000	0.1735	0.1879	0.1591	30385.000000	14573.000000
1150	848894	993472	24	46	2	2	8	22	C	C	94	1.0000	0.9647	0.9509	0.9785	60630.000000	34122.000000
1151	251603	221288	24	47	2	2	8	23	C	C	102	1.0000	0.4185	0.4128	0.4241	64974.000000	28866.000000
1152	1494905	1416599	24	48	2	2	8	24	C	C	85	1.0000	0.9610	0.9579	0.9641	66640.000000	28730.000000
1153	1973832	1911162	25	1	2	1	9	1	C	C	91	1.0000	0.6938	0.6959	0.6917	63518.000000	38857.000000
1154	462302	545253	25	2	2	1	9	2	C	C	92	1.0000	0.6619	0.6538	0.6699	45816.000000	25024.000000
1155	167137	111234	25	3	2	1	9	3	C	C	84	1.0000	0.3740	0.3815	0.3665	38976.000000	18228.000000
1156	286735	326918	25	4	2	1	9	4	C	C	82	1.0000	0.6132	0.6028	0.6237	42886.000000	20910.000000
1157	200192	210426	25	5	2	1	9	5	C	C	82	1.0000	0.4858	0.4841	0.4874	41984.000000	20992.000000
1158	1985837	2158314	25	6	2	1	9	6	C	C	103	0.5340	0.5133	0.5077	0.5189	68915.000000	91740.000000
1159	319640	725116	25	7	2	1	9	7	C	C	90	0.2000	0.8586	0.7454	0.9718	17370.000000	22644.000000
1160	404808	657259	25	8	2	1	9	8	C	C	93	0.1935	0.9269	0.8819	0.9718	15912.000000	30672.000000
