# V1.0	10.20.2004	 User: lda	 Total number of Spots: 3072
# Created by: TIGR Spotfinder 2. 2. 3.
# TIFF files processed: CL100804#45G1_Cy3(112-10).tif; CL100804#45G1_Cy5(112-10).tif.
# 
UID	IA	IB	R	C	MR	MC	SR	SC	FlagA	FlagB	SA	SF	QCscore	QCA	QCB	BkgA	BkgB
2367	178815	151668	50	15	4	1	2	15	C	C	90	1.0000	0.6335	0.6276	0.6394	40320.000000	19350.000000
2368	871284	858046	50	16	4	1	2	16	C	C	89	1.0000	0.9685	0.9540	0.9830	49395.000000	24297.000000
2369	3641158	4109634	50	17	4	1	2	17	C	C	101	1.0000	0.8732	0.8661	0.8803	84133.000000	62822.000000
2370	134789	126743	50	18	4	1	2	18	C	C	76	1.0000	0.7991	0.7790	0.8192	34200.000000	15960.000000
2371	1500564	1410426	50	19	4	1	2	19	C	C	86	1.0000	0.9146	0.9175	0.9117	53836.000000	27262.000000
2372	554488	552230	50	20	4	1	2	20	C	C	99	0.1717	0.8179	0.7723	0.8635	18207.000000	13396.000000
2373	303189	272823	50	21	4	1	2	21	C	C	89	1.0000	0.8282	0.8282	0.8282	44500.000000	20648.000000
2374	162414	107410	50	22	4	1	2	22	C	C	77	1.0000	0.3996	0.4053	0.3939	35497.000000	17248.000000
2375	121192	72871	50	23	4	1	2	23	C	C	60	1.0000	0.3565	0.3668	0.3462	26580.000000	12360.000000
2376	2469089	1974656	50	24	4	1	2	24	C	C	98	1.0000	0.5875	0.5891	0.5859	91434.000000	51254.000000
2377	573837	764486	50	25	4	2	2	1	C	C	97	1.0000	0.7295	0.7111	0.7478	61013.000000	27936.000000
2378	102932	106881	50	26	4	2	2	2	C	C	88	1.0000	0.4790	0.4496	0.5084	42680.000000	19536.000000
2379	463781	429033	50	27	4	2	2	3	C	C	101	0.1782	0.7456	0.7294	0.7618	18522.000000	15300.000000
2380	302370	239976	50	28	4	2	2	4	C	C	87	1.0000	0.7564	0.7612	0.7516	45936.000000	20271.000000
2381	82886	30854	50	29	4	2	2	5	C	C	58	1.0000	0.1004	0.1114	0.0894	28420.000000	10962.000000
2382	100009	43414	50	30	4	2	2	6	C	C	64	1.0000	0.1486	0.1611	0.1362	28608.000000	12992.000000
2383	1473153	1582771	50	31	4	2	2	7	C	C	99	1.0000	0.9017	0.9067	0.8968	68013.000000	34650.000000
2384	196211	185664	50	32	4	2	2	8	C	C	83	1.0000	0.7265	0.7313	0.7217	37516.000000	18177.000000
2385	127907	57152	50	33	4	2	2	9	C	C	67	1.0000	0.3898	0.4107	0.3689	33701.000000	13132.000000
2386	272652	121097	50	34	4	2	2	10	C	C	64	1.0000	0.4867	0.5077	0.4657	34624.000000	13760.000000
2387	138507	122973	50	35	4	2	2	11	C	C	73	1.0000	0.6707	0.6632	0.6783	28616.000000	13724.000000
2388	172832	138470	50	36	4	2	2	12	C	C	75	1.0000	0.7536	0.7563	0.7509	34725.000000	15750.000000
2389	369338	408415	50	37	4	2	2	13	C	C	97	0.1340	0.8304	0.7708	0.8900	14859.000000	12766.000000
2390	614599	563758	50	38	4	2	2	14	C	C	85	1.0000	0.8184	0.8236	0.8131	55250.000000	22355.000000
2391	695350	615587	50	39	4	2	2	15	C	C	99	1.0000	0.9042	0.9067	0.9017	60192.000000	24750.000000
2392	1472359	1940071	50	40	4	2	2	16	C	C	73	1.0000	0.9186	0.8879	0.9493	59422.000000	27813.000000
2393	772972	748388	50	41	4	2	2	17	C	C	117	1.0000	0.6630	0.6630	0.6630	79911.000000	33462.000000
2394	273375	189815	50	42	4	2	2	18	C	C	88	1.0000	0.5294	0.5311	0.5278	51392.000000	19360.000000
2395	2030316	2357290	50	43	4	2	2	19	S	S	89	0.5506	0.9358	0.8921	0.9794	46795.000000	36652.000000
2396	239161	211538	50	44	4	2	2	20	C	C	82	1.0000	0.8321	0.8266	0.8377	45756.000000	18778.000000
2397	208529	209185	50	45	4	2	2	21	C	C	72	1.0000	0.8602	0.8537	0.8666	31896.000000	15120.000000
2398	93494	43432	50	46	4	2	2	22	C	C	61	1.0000	0.2062	0.2174	0.1949	26657.000000	11834.000000
2399	76989	33824	50	47	4	2	2	23	C	C	63	1.0000	0.0900	0.1025	0.0775	28854.000000	12789.000000
2400	1127186	1247603	50	48	4	2	2	24	C	C	84	1.0000	0.9107	0.9048	0.9167	53928.000000	24192.000000
2401	217341	69674	51	1	4	1	3	1	C	C	63	1.0000	0.5730	0.6009	0.5450	28539.000000	12537.000000
2402	802357	853718	51	2	4	1	3	2	C	C	86	1.0000	0.9584	0.9524	0.9645	37410.000000	22016.000000
2403	127293	84469	51	3	4	1	3	3	C	C	73	1.0000	0.4908	0.5025	0.4791	29273.000000	15330.000000
2404	48457	14056	51	4	4	1	3	4	B	B	42	1.0000	0.0000	0.0000	0.0000	14826.000000	8274.000000
2405	363031	504599	51	5	4	1	3	5	C	C	92	1.0000	0.9693	0.9441	0.9946	43424.000000	25484.000000
2406	1683923	1617219	51	6	4	1	3	6	S	S	95	0.4737	0.9186	0.8944	0.9428	45900.000000	20385.000000
2407	327969	163964	51	7	4	1	3	7	C	C	75	1.0000	0.4686	0.4838	0.4534	46125.000000	19575.000000
2408	93161	43588	51	8	4	1	3	8	C	C	53	1.0000	0.3453	0.3578	0.3328	20087.000000	10653.000000
2409	106446	70873	51	9	4	1	3	9	C	C	68	1.0000	0.3302	0.3344	0.3259	29716.000000	15504.000000
2410	3304176	3844333	51	10	4	1	3	10	C	C	105	1.0000	0.9275	0.9180	0.9370	94815.000000	70665.000000
2411	122128	107059	51	11	4	1	3	11	C	C	82	1.0000	0.3799	0.3674	0.3924	35506.000000	19926.000000
2412	69489	93447	51	12	4	1	3	12	C	C	86	1.0000	0.3219	0.2725	0.3714	36550.000000	20726.000000
2413	99672	93382	51	13	4	1	3	13	C	C	73	1.0000	0.4485	0.4397	0.4573	29784.000000	17739.000000
2414	82374	33835	51	14	4	1	3	14	C	C	59	1.0000	0.3163	0.3364	0.2963	24131.000000	12626.000000
2415	92514	42660	51	15	4	1	3	15	C	C	60	1.0000	0.2642	0.2783	0.2500	25080.000000	12120.000000
2416	93547	47138	51	16	4	1	3	16	C	C	66	1.0000	0.3232	0.3399	0.3064	28314.000000	14652.000000
2417	74384	24137	51	17	4	1	3	17	C	C	54	1.0000	0.1780	0.2039	0.1522	23328.000000	11556.000000
2418	116255	47667	51	18	4	1	3	18	C	C	57	1.0000	0.1082	0.1124	0.1039	26334.000000	11343.000000
2419	130206	90827	51	19	4	1	3	19	C	C	65	1.0000	0.5315	0.5338	0.5292	29900.000000	13065.000000
2420	314199	98992	51	20	4	1	3	20	C	C	68	1.0000	0.6669	0.6853	0.6485	33524.000000	14824.000000
2421	409271	384777	51	21	4	1	3	21	C	C	77	1.0000	0.5888	0.5846	0.5930	36344.000000	19250.000000
2422	81015	33335	51	22	4	1	3	22	C	C	67	1.0000	0.2493	0.2656	0.2329	24790.000000	13869.000000
2423	174640	153844	51	23	4	1	3	23	C	C	80	1.0000	0.8794	0.8734	0.8855	34720.000000	16240.000000
2424	81952	23695	51	24	4	1	3	24	C	C	61	1.0000	0.0944	0.1087	0.0801	25315.000000	13237.000000
2425	333275	336884	51	25	4	2	3	1	C	C	87	1.0000	0.8532	0.8559	0.8506	35148.000000	19575.000000
2426	234995	177398	51	26	4	2	3	2	C	C	76	1.0000	0.7342	0.7469	0.7215	38532.000000	16720.000000
2427	104817	67243	51	27	4	2	3	3	C	C	68	1.0000	0.3323	0.3323	0.3323	30192.000000	14144.000000
2428	75008	17908	51	28	4	2	3	4	C	C	59	1.0000	0.0000	0.0000	0.0000	24249.000000	11977.000000
2429	49104	13162	51	29	4	2	3	5	B	B	41	1.0000	0.0000	0.0000	0.0000	16277.000000	8364.000000
2430	267208	330281	51	30	4	2	3	6	C	C	64	1.0000	0.8534	0.8355	0.8714	34176.000000	13952.000000
2431	105494	54958	51	31	4	2	3	7	C	C	73	1.0000	0.2926	0.3112	0.2741	33215.000000	14527.000000
2432	69526	20351	51	32	4	2	3	8	C	C	51	1.0000	0.1839	0.2120	0.1558	23460.000000	10302.000000
2433	180628	174377	51	33	4	2	3	9	C	C	79	1.0000	0.6035	0.5879	0.6192	37841.000000	16669.000000
2434	501096	495597	51	34	4	2	3	10	C	C	97	1.0000	0.6440	0.6386	0.6494	64505.000000	25220.000000
2435	291208	349228	51	35	4	2	3	11	C	C	86	1.0000	0.8050	0.7922	0.8178	45752.000000	19436.000000
2436	255510	284374	51	36	4	2	3	12	C	C	75	1.0000	0.7769	0.7769	0.7769	34425.000000	16875.000000
2437	87282	27882	51	37	4	2	3	13	C	C	59	1.0000	0.0990	0.1115	0.0866	31447.000000	13452.000000
2438	82204	28002	51	38	4	2	3	14	C	C	64	1.0000	0.0000	0.0000	0.0000	28672.000000	12800.000000
2439	101285	40341	51	39	4	2	3	15	C	C	54	1.0000	0.2533	0.2711	0.2355	27486.000000	10908.000000
2440	115722	75648	51	40	4	2	3	16	C	C	65	1.0000	0.5292	0.5338	0.5247	32370.000000	12805.000000
2441	80835	21142	51	41	4	2	3	17	C	C	57	1.0000	0.1002	0.1134	0.0871	24681.000000	10431.000000
2442	80187	36922	51	42	4	2	3	18	C	C	58	1.0000	0.2510	0.2728	0.2292	28768.000000	11310.000000
2443	1293930	1476004	51	43	4	2	3	19	C	C	96	1.0000	0.8332	0.8309	0.8355	70080.000000	32352.000000
2444	1359890	854936	51	44	4	2	3	20	C	C	95	1.0000	0.9622	0.9841	0.9403	56240.000000	28120.000000
2445	113795	48229	51	45	4	2	3	21	C	C	62	1.0000	0.3196	0.3385	0.3007	31062.000000	11904.000000
2446	649175	579578	51	46	4	2	3	22	C	C	78	1.0000	0.9203	0.9069	0.9336	44382.000000	17238.000000
2447	87824	37593	51	47	4	2	3	23	C	C	58	1.0000	0.4010	0.4443	0.3577	30160.000000	10962.000000
2448	63365	13034	51	48	4	2	3	24	B	B	49	1.0000	0.1363	0.1749	0.0978	19747.000000	9310.000000
2449	228098	74731	52	1	4	1	4	1	C	C	69	1.0000	0.4430	0.4644	0.4215	30429.000000	15249.000000
2450	861564	945642	52	2	4	1	4	2	C	C	87	1.0000	0.9618	0.9469	0.9767	48024.000000	23838.000000
2451	127661	91064	52	3	4	1	4	3	C	C	68	1.0000	0.4958	0.4918	0.4999	26792.000000	13532.000000
2452	63348	21468	52	4	4	1	4	4	C	C	62	1.0000	0.1622	0.1900	0.1344	20336.000000	11718.000000
2453	369898	471342	52	5	4	1	4	5	C	C	104	1.0000	0.9052	0.8867	0.9236	49088.000000	26416.000000
2454	1206843	1081383	52	6	4	1	4	6	C	C	96	0.3125	0.7689	0.7514	0.7864	30000.000000	18300.000000
2455	334067	163111	52	7	4	1	4	7	C	C	77	1.0000	0.4620	0.4748	0.4491	42119.000000	20251.000000
2456	100928	55531	52	8	4	1	4	8	C	C	71	1.0000	0.3481	0.3626	0.3336	27974.000000	13987.000000
2457	106468	97524	52	9	4	1	4	9	C	C	83	1.0000	0.2971	0.2828	0.3115	40338.000000	19671.000000
2458	3758287	4277132	52	10	4	1	4	10	C	C	110	1.0000	0.9116	0.8981	0.9252	106370.000000	87890.000000
2459	111019	115779	52	11	4	1	4	11	C	C	86	1.0000	0.4383	0.4060	0.4707	39130.000000	19694.000000
2460	76248	97113	52	12	4	1	4	12	C	C	88	1.0000	0.2775	0.2426	0.3125	33528.000000	20944.000000
2461	111530	85293	52	13	4	1	4	13	C	C	74	1.0000	0.4736	0.4681	0.4791	31820.000000	15244.000000
2462	83102	32585	52	14	4	1	4	14	C	C	52	1.0000	0.1610	0.1680	0.1539	24284.000000	10608.000000
2463	95486	41367	52	15	4	1	4	15	C	C	63	1.0000	0.2020	0.2177	0.1864	25011.000000	12978.000000
2464	105884	43146	52	16	4	1	4	16	C	C	55	1.0000	0.1104	0.1155	0.1054	26730.000000	11550.000000
2465	82996	28211	52	17	4	1	4	17	C	C	65	1.0000	0.1107	0.1284	0.0929	25805.000000	12675.000000
2466	133939	66515	52	18	4	1	4	18	C	C	71	1.0000	0.2596	0.2649	0.2543	34364.000000	14981.000000
2467	126132	98016	52	19	4	1	4	19	C	C	64	1.0000	0.4892	0.4787	0.4996	28608.000000	12864.000000
2468	299043	103339	52	20	4	1	4	20	C	C	70	1.0000	0.6338	0.6482	0.6194	32200.000000	15190.000000
2469	429016	370991	52	21	4	1	4	21	C	C	83	1.0000	0.6714	0.6758	0.6669	39757.000000	18758.000000
2470	67088	24143	52	22	4	1	4	22	C	C	56	1.0000	0.1442	0.1619	0.1265	25368.000000	11872.000000
2471	187391	141822	52	23	4	1	4	23	C	C	74	1.0000	0.5839	0.5796	0.5881	36556.000000	15688.000000
2472	46526	15569	52	24	4	1	4	24	B	B	38	1.0000	0.0000	0.0000	0.0000	16492.000000	7638.000000
2473	275243	290512	52	25	4	2	4	1	C	C	82	1.0000	0.7645	0.7567	0.7723	42968.000000	17712.000000
2474	202623	166764	52	26	4	2	4	2	C	C	85	1.0000	0.6614	0.6656	0.6571	48705.000000	18615.000000
2475	108288	77006	52	27	4	2	4	3	C	C	72	1.0000	0.4617	0.4542	0.4693	33552.000000	14184.000000
2476	73683	22766	52	28	4	2	4	4	C	C	59	1.0000	0.0000	0.0000	0.0000	23305.000000	11977.000000
2477	49998	14231	52	29	4	2	4	5	B	B	43	1.0000	0.1147	0.1306	0.0987	16211.000000	8514.000000
2478	255311	304955	52	30	4	2	4	6	C	C	82	1.0000	0.9312	0.9282	0.9342	38048.000000	17958.000000
2479	92834	36177	52	31	4	2	4	7	C	C	53	1.0000	0.1567	0.1680	0.1455	25016.000000	11236.000000
2480	86809	25518	52	32	4	2	4	8	C	C	64	1.0000	0.0757	0.0915	0.0599	25856.000000	12992.000000
2481	183300	179627	52	33	4	2	4	9	C	C	81	1.0000	0.7940	0.7748	0.8132	43740.000000	19926.000000
2482	603752	611137	52	34	4	2	4	10	C	C	97	1.0000	0.7144	0.7044	0.7244	63923.000000	24347.000000
2483	298529	374166	52	35	4	2	4	11	C	C	80	1.0000	0.6922	0.6801	0.7043	43680.000000	18560.000000
2484	257299	262633	52	36	4	2	4	12	C	C	76	1.0000	0.6951	0.6824	0.7078	38000.000000	16264.000000
2485	96636	29660	52	37	4	2	4	13	C	C	64	1.0000	0.0827	0.0915	0.0738	34752.000000	13504.000000
2486	71978	25544	52	38	4	2	4	14	C	C	59	1.0000	0.0000	0.0000	0.0000	24367.000000	11623.000000
2487	93556	47576	52	39	4	2	4	15	C	C	59	1.0000	0.3595	0.3736	0.3454	28733.000000	11623.000000
2488	121165	57206	52	40	4	2	4	16	C	C	63	1.0000	0.3377	0.3539	0.3214	34587.000000	12474.000000
2489	84149	22292	52	41	4	2	4	17	C	C	53	1.0000	0.1480	0.1664	0.1297	26818.000000	10229.000000
2490	74100	47573	52	42	4	2	4	18	C	C	65	1.0000	0.2912	0.2984	0.2840	28665.000000	12415.000000
2491	1155388	1209978	52	43	4	2	4	19	C	C	92	1.0000	0.6476	0.6516	0.6437	63112.000000	31648.000000
2492	1162616	678664	52	44	4	2	4	20	C	C	85	1.0000	0.6591	0.6740	0.6442	59245.000000	23715.000000
2493	110229	44946	52	45	4	2	4	21	C	C	58	1.0000	0.4204	0.4443	0.3964	30044.000000	11716.000000
2494	497113	456363	52	46	4	2	4	22	C	C	79	1.0000	0.6931	0.6881	0.6981	44240.000000	17933.000000
2495	84585	41630	52	47	4	2	4	23	C	C	61	1.0000	0.3499	0.3745	0.3254	29707.000000	11712.000000
2496	68118	13620	52	48	4	2	4	24	C	C	56	1.0000	0.0000	0.0000	0.0000	23968.000000	10864.000000
2497	709860	562299	53	1	4	1	5	1	C	C	104	1.0000	0.5192	0.5298	0.5086	56264.000000	31616.000000
2498	137324	53229	53	2	4	1	5	2	C	C	69	1.0000	0.2830	0.2993	0.2667	27945.000000	13731.000000
2499	68053	25199	53	3	4	1	5	3	C	C	58	1.0000	0.1760	0.1966	0.1554	22910.000000	12238.000000
2500	116142	53394	53	4	4	1	5	4	C	C	57	1.0000	0.3678	0.3846	0.3511	21261.000000	11970.000000
2501	505574	285015	53	5	4	1	5	5	C	C	85	1.0000	0.7773	0.7999	0.7547	32725.000000	19040.000000
2502	147182	34853	53	6	4	1	5	6	C	C	63	1.0000	0.2930	0.3004	0.2855	27783.000000	12978.000000
2503	120463	72111	53	7	4	1	5	7	C	C	65	1.0000	0.4062	0.4152	0.3972	28990.000000	13390.000000
2504	384818	324938	53	8	4	1	5	8	C	C	86	1.0000	0.8838	0.8838	0.8838	43000.000000	19178.000000
2505	972057	862968	53	9	4	1	5	9	C	C	95	0.2632	0.8933	0.8485	0.9381	23050.000000	16250.000000
2506	1200588	1574376	53	10	4	1	5	10	C	C	91	1.0000	0.9243	0.9103	0.9383	53963.000000	32214.000000
2507	387853	313167	53	11	4	1	5	11	C	C	101	1.0000	0.7282	0.7398	0.7166	53126.000000	25452.000000
2508	119731	76232	53	12	4	1	5	12	C	C	74	1.0000	0.2660	0.2649	0.2671	36186.000000	17168.000000
2509	62531	30539	53	13	4	1	5	13	C	C	57	1.0000	0.1768	0.1910	0.1627	21432.000000	11913.000000
2510	114382	79561	53	14	4	1	5	14	C	C	77	1.0000	0.3396	0.3483	0.3309	28567.000000	15554.000000
2511	88997	55172	53	15	4	1	5	15	C	C	65	1.0000	0.3276	0.3348	0.3205	26975.000000	12285.000000
2512	77040	35564	53	16	4	1	5	16	C	C	62	1.0000	0.2498	0.2688	0.2308	24490.000000	11284.000000
2513	150552	96426	53	17	4	1	5	17	C	C	77	1.0000	0.3729	0.3795	0.3663	34265.000000	15631.000000
2514	163372	111842	53	18	4	1	5	18	C	C	82	1.0000	0.5248	0.5284	0.5212	34932.000000	15744.000000
2515	58543	24608	53	19	4	1	5	19	B	B	46	1.0000	0.1923	0.2213	0.1634	17158.000000	8602.000000
2516	409387	204017	53	20	4	1	5	20	C	C	69	1.0000	0.7549	0.7817	0.7281	32499.000000	14628.000000
2517	258427	244704	53	21	4	1	5	21	C	C	82	1.0000	0.9248	0.9335	0.9161	38458.000000	17466.000000
2518	48759	19008	53	22	4	1	5	22	B	B	45	1.0000	0.0000	0.0000	0.0000	17955.000000	8910.000000
2519	1795163	1691054	53	23	4	1	5	23	C	C	96	1.0000	0.8451	0.8451	0.8451	66720.000000	31296.000000
2520	715720	587178	53	24	4	1	5	24	C	C	88	1.0000	0.9712	0.9712	0.9712	43912.000000	21032.000000
2521	91418	23882	53	25	4	2	5	1	C	C	53	1.0000	0.1077	0.1176	0.0979	26977.000000	11024.000000
2522	1019631	912019	53	26	4	2	5	2	C	C	88	1.0000	0.9526	0.9585	0.9468	61864.000000	24288.000000
2523	95480	47981	53	27	4	2	5	3	C	C	68	1.0000	0.2995	0.3096	0.2893	30600.000000	13464.000000
2524	367766	203948	53	28	4	2	5	4	C	C	74	1.0000	0.5555	0.5674	0.5436	39664.000000	16946.000000
2525	248659	148207	53	29	4	2	5	5	C	C	73	1.0000	0.6919	0.7023	0.6816	35332.000000	14965.000000
2526	125621	44609	53	30	4	2	5	6	C	C	56	1.0000	0.2544	0.2658	0.2431	28896.000000	11536.000000
2527	266633	239318	53	31	4	2	5	7	C	C	87	1.0000	0.8487	0.8410	0.8564	36366.000000	20010.000000
2528	234095	184300	53	32	4	2	5	8	C	C	71	1.0000	0.8582	0.8616	0.8548	36139.000000	15265.000000
2529	373239	370364	53	33	4	2	5	9	C	C	101	0.1188	0.8319	0.7902	0.8736	14520.000000	8760.000000
2530	338433	452104	53	34	4	2	5	10	C	C	87	1.0000	0.9648	0.9529	0.9767	48372.000000	22533.000000
2531	107035	92488	53	35	4	2	5	11	C	C	73	1.0000	0.4219	0.4184	0.4254	31755.000000	14527.000000
2532	743189	541190	53	36	4	2	5	12	C	C	77	1.0000	0.9046	0.9110	0.8983	43659.000000	18172.000000
2533	281774	367839	53	37	4	2	5	13	C	C	78	1.0000	0.8542	0.8481	0.8603	40170.000000	17082.000000
2534	855531	820072	53	38	4	2	5	14	C	C	104	1.0000	0.6859	0.6913	0.6805	68848.000000	29432.000000
2535	96265	41651	53	39	4	2	5	15	C	C	71	1.0000	0.0783	0.0862	0.0704	35500.000000	13845.000000
2536	209222	214008	53	40	4	2	5	16	C	C	98	1.0000	0.5085	0.4968	0.5202	54488.000000	22246.000000
2537	150126	170777	53	41	4	2	5	17	C	C	72	1.0000	0.7592	0.7447	0.7737	36000.000000	15120.000000
2538	383956	432110	53	42	4	2	5	18	C	C	84	1.0000	0.9226	0.9108	0.9344	48300.000000	20412.000000
2539	1575105	2322125	53	43	4	2	5	19	C	C	80	0.6500	0.9323	0.8861	0.9786	43732.000000	21840.000000
2540	177269	187138	53	44	4	2	5	20	C	C	74	1.0000	0.9259	0.9055	0.9464	36852.000000	15762.000000
2541	369332	508981	53	45	4	2	5	21	C	C	76	1.0000	0.9465	0.9262	0.9668	41724.000000	17404.000000
2542	290071	526935	53	46	4	2	5	22	C	C	75	1.0000	0.8438	0.8088	0.8787	40050.000000	18300.000000
2543	344188	484823	53	47	4	2	5	23	C	C	80	1.0000	0.8261	0.8116	0.8405	40400.000000	19440.000000
2544	216374	209189	53	48	4	2	5	24	C	C	77	1.0000	0.5240	0.5278	0.5202	40733.000000	16247.000000
2545	761507	592155	54	1	4	1	6	1	C	C	105	1.0000	0.6149	0.6226	0.6071	59010.000000	35280.000000
2546	134799	50183	54	2	4	1	6	2	C	C	63	1.0000	0.3105	0.3241	0.2968	28665.000000	13545.000000
2547	77973	26636	54	3	4	1	6	3	C	C	63	1.0000	0.2709	0.3004	0.2413	24129.000000	13104.000000
2548	139487	61239	54	4	4	1	6	4	C	C	63	1.0000	0.5375	0.5539	0.5212	23814.000000	12978.000000
2549	491503	267596	54	5	4	1	6	5	C	C	79	1.0000	0.8151	0.8371	0.7930	41001.000000	18407.000000
2550	139327	29155	54	6	4	1	6	6	C	C	62	1.0000	0.3024	0.3270	0.2778	30504.000000	13268.000000
2551	125260	74443	54	7	4	1	6	7	C	C	70	1.0000	0.3950	0.3996	0.3903	27510.000000	14280.000000
2552	404747	337102	54	8	4	1	6	8	C	C	94	1.0000	0.9593	0.9565	0.9620	45120.000000	21902.000000
2553	1066046	878636	54	9	4	1	6	9	C	C	99	0.2929	0.8427	0.7822	0.9032	24041.000000	21112.000000
2554	1166087	1536936	54	10	4	1	6	10	C	C	90	1.0000	0.9381	0.9237	0.9524	52290.000000	32940.000000
2555	342746	321630	54	11	4	1	6	11	C	C	107	1.0000	0.6675	0.6642	0.6709	57673.000000	26643.000000
2556	114129	72829	54	12	4	1	6	12	C	C	74	1.0000	0.1103	0.1108	0.1099	37000.000000	19018.000000
2557	68262	35337	54	13	4	1	6	13	C	C	54	1.0000	0.2550	0.2659	0.2442	19116.000000	12042.000000
2558	96798	69049	54	14	4	1	6	14	C	C	63	1.0000	0.3631	0.3648	0.3614	29988.000000	12789.000000
2559	91225	57719	54	15	4	1	6	15	C	C	66	1.0000	0.5459	0.5562	0.5356	26796.000000	13332.000000
2560	66594	28774	54	16	4	1	6	16	C	C	51	1.0000	0.2217	0.2424	0.2010	18921.000000	9741.000000
2561	147094	92183	54	17	4	1	6	17	C	C	76	1.0000	0.4214	0.4318	0.4109	30172.000000	15048.000000
2562	171655	100821	54	18	4	1	6	18	C	C	75	1.0000	0.4965	0.5109	0.4820	35400.000000	15300.000000
2563	71373	21001	54	19	4	1	6	19	C	C	50	1.0000	0.1063	0.1211	0.0915	18950.000000	9350.000000
2564	401795	181029	54	20	4	1	6	20	C	C	68	1.0000	0.5138	0.5368	0.4908	32640.000000	15164.000000
2565	261394	233077	54	21	4	1	6	21	C	C	87	1.0000	0.8849	0.8876	0.8822	43674.000000	18444.000000
2566	54008	14636	54	22	4	1	6	22	B	B	43	1.0000	0.0000	0.0000	0.0000	18662.000000	8686.000000
2567	1625111	1662801	54	23	4	1	6	23	C	C	93	1.0000	0.9698	0.9504	0.9892	65100.000000	36735.000000
2568	713892	567672	54	24	4	1	6	24	C	C	87	1.0000	0.9555	0.9555	0.9555	47067.000000	20706.000000
2569	89455	26708	54	25	4	2	6	1	C	C	55	1.0000	0.2185	0.2377	0.1994	29040.000000	11660.000000
2570	1036337	860373	54	26	4	2	6	2	C	C	88	1.0000	0.9556	0.9585	0.9527	52888.000000	22440.000000
2571	85333	35311	54	27	4	2	6	3	C	C	51	1.0000	0.2603	0.2768	0.2438	25551.000000	10455.000000
2572	391897	214164	54	28	4	2	6	4	C	C	78	1.0000	0.5263	0.5409	0.5117	39156.000000	17316.000000
2573	227113	127515	54	29	4	2	6	5	C	C	71	1.0000	0.4850	0.4924	0.4775	36352.000000	15691.000000
2574	127208	51486	54	30	4	2	6	6	C	C	54	1.0000	0.3163	0.3275	0.3051	28782.000000	11664.000000
2575	283632	236523	54	31	4	2	6	7	C	C	92	1.0000	0.9695	0.9555	0.9836	43792.000000	22172.000000
2576	218042	189671	54	32	4	2	6	8	C	C	75	1.0000	0.7779	0.7750	0.7808	40050.000000	16350.000000
2577	366218	376183	54	33	4	2	6	9	C	C	100	0.1300	0.7892	0.7265	0.8519	13247.000000	9932.000000
2578	340724	412111	54	34	4	2	6	10	C	C	89	1.0000	0.9479	0.9301	0.9657	51175.000000	23674.000000
2579	115883	90717	54	35	4	2	6	11	C	C	76	1.0000	0.5598	0.5490	0.5707	29488.000000	15352.000000
2580	697585	511824	54	36	4	2	6	12	C	C	77	1.0000	0.8917	0.9047	0.8788	42350.000000	18557.000000
2581	235583	316088	54	37	4	2	6	13	C	C	81	1.0000	0.7527	0.7370	0.7684	39285.000000	17820.000000
2582	794122	766269	54	38	4	2	6	14	C	C	104	1.0000	0.6473	0.6456	0.6490	69368.000000	31408.000000
2583	84004	35645	54	39	4	2	6	15	C	C	56	1.0000	0.2975	0.3179	0.2770	26432.000000	10696.000000
2584	297029	300828	54	40	4	2	6	16	C	C	109	1.0000	0.7204	0.7151	0.7257	51666.000000	24852.000000
2585	147357	145492	54	41	4	2	6	17	C	C	72	1.0000	0.5906	0.5715	0.6096	34632.000000	15912.000000
2586	447012	446738	54	42	4	2	6	18	C	C	81	1.0000	0.5704	0.5644	0.5764	42930.000000	19764.000000
2587	1556216	2136187	54	43	4	2	6	19	C	C	79	0.6582	0.8793	0.8642	0.8945	43732.000000	22724.000000
2588	188657	195732	54	44	4	2	6	20	C	C	78	1.0000	0.8155	0.7925	0.8385	45942.000000	16770.000000
2589	285405	420963	54	45	4	2	6	21	C	C	68	1.0000	0.7866	0.7612	0.8120	36992.000000	15232.000000
2590	241979	453730	54	46	4	2	6	22	C	C	67	1.0000	0.8105	0.7830	0.8380	38592.000000	15812.000000
2591	281818	399319	54	47	4	2	6	23	C	C	66	1.0000	0.8620	0.8367	0.8874	35640.000000	15774.000000
2592	187331	187478	54	48	4	2	6	24	C	C	62	1.0000	0.6631	0.6510	0.6752	36270.000000	13082.000000
2593	139076	69045	55	1	4	1	7	1	C	C	73	1.0000	0.1423	0.1484	0.1363	34456.000000	16644.000000
2594	998957	923280	55	2	4	1	7	2	C	C	91	1.0000	0.9608	0.9608	0.9608	47229.000000	25753.000000
2595	137239	90999	55	3	4	1	7	3	C	C	71	1.0000	0.4968	0.5007	0.4929	28329.000000	14839.000000
2596	95602	47602	55	4	4	1	7	4	C	C	57	1.0000	0.3238	0.3400	0.3075	23883.000000	11457.000000
2597	125450	103438	55	5	4	1	7	5	C	C	85	1.0000	0.5764	0.5764	0.5764	27115.000000	17850.000000
2598	1069938	854289	55	6	4	1	7	6	C	C	96	1.0000	0.5935	0.5969	0.5901	60768.000000	32832.000000
2599	190629	111830	55	7	4	1	7	7	C	C	80	1.0000	0.3701	0.3846	0.3557	40960.000000	18160.000000
